75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
75,1,1
75,8,8
